PROBE_ID_REF,GENE_IDENTIFIER,GSM12587,GSM12588,GSM12589,GSM12590,GSM12591,GSM12592,GSM12593,GSM12594,GSM12595,GSM12596,GSM12597,GSM12598,GSM12599,GSM12600,GSM12601,GSM12602,GSM12603,GSM12604,GSM12605,GSM12606
U57971_s_at,ATP2B3,109.5,84.3,79.7,105,53.8,113.7,83.7,120.5,111.2,87.7,90.6,63,121.3,101.7,91.1,20.6,149.6,150.2,83.8,80
U58032_at,MTMR1,25.7,104.6,6.4,43.3,77.8,57.1,55.9,81.2,9.2,114.1,209.4,17,37.3,134.4,101.7,81.7,67,83.7,101.4,97
U58033_at,MTMR2,25,23.9,29.4,23.9,26.9,19.3,21.3,54.4,9.3,17.8,23.3,19.9,33,26.6,26,25,32.3,44.4,28.2,44.3
U58034_at,MTMR3,29.6,103.8,62,74.5,98.5,85.4,189.3,79.8,53.3,118.7,168.2,95.5,68.5,148.2,122.2,82.8,89.6,108.7,110.5,65.7
U58046_s_at,EIF3A,150.6,157,225.9,147.4,336.1,237.4,175.5,274.9,220.6,266.7,235.3,81.9,116.2,372,195.7,219.9,97.5,121.9,261.9,153.9
U58048_at,CHMP1A,742.8,485.8,576.3,557.9,608.9,450.5,543,588.7,646.9,633.4,790.6,739.5,481.2,581.5,523.9,411,334.4,426.9,567.5,485.2
U58087_at,CUL1,756.5,317.2,770.5,617.7,680.2,644.8,385.2,672.5,704.1,593,824.2,512.4,597.2,852.8,614.2,498.6,340.2,340.4,616.2,491.9
U58089_at,CUL3,763.2,644.5,806.8,376.9,570,553.1,719.1,575.6,659.9,610.9,902.7,501.3,390.7,648.2,510,369.1,311.6,377.8,630.3,401
U58090_at,CUL4A,244.1,158.8,183,215.8,271.8,224.4,211.2,438.5,310.3,360.4,378.5,192.3,212.6,265.9,204.6,203.4,160.7,191,316.2,189.9
U58091_at,CUL4B,38,42.2,31.6,49.1,70.7,64.4,48.9,77.1,26.3,36.8,64.2,34.8,40.6,51.7,65.9,51.6,63.4,62.1,64.4,31.6
U58096_at,TSPY10,44.8,7.7,10.6,10.5,20.7,22.5,28.4,16.4,36.5,13.5,5.3,64.5,51.6,3.2,17,3.6,11.3,38.4,21.1,14.6
U58130_at,SLC12A1,49.4,55.7,51.4,45.5,32.5,18.5,20.6,18,57.6,38.2,23.7,39.3,38.3,19.4,16.9,19.2,47,38,34.1,43.3
U58331_at,SGCD,4.9,3.9,5.9,11.7,2.9,2.3,11.6,7.2,23.1,7.8,9,16.5,28.2,2.8,19.2,5,10.9,7.8,20.2,33.4
U58334_at,TP53BP2,347.8,298.5,595.8,334.9,316.7,307.4,430.9,353.5,369.9,251.7,478.7,322.3,392.9,512.8,234.8,213.2,293.6,317.8,183.7,280.8
U58516_at,MFGE8,349.3,324.7,576.2,509.4,244.7,474.9,786.9,341.3,487.2,575.3,311.4,373.7,440,288.6,357.5,451.8,142.2,206.5,285.7,327.1
U58522_at,UBE2K,65.6,40.7,49.1,48.4,62.2,96.7,69,120.2,44.8,76.2,95.3,23.6,56.1,55.3,77.2,54.4,8.8,36.8,90.2,77.1
U58658_at,U58658,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U58675_cds1_at,OR3A2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U58675_cds2_at,OR3A1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U58681_at,NEUROD2,108.8,41,39.2,23.3,82.8,84.6,87.4,60.6,90.7,34.7,53.5,30.6,22,37,127.9,119.1,34.8,140.9,81.9,39.6
U58682_at,RPS28,11169.6,8323.1,12875.8,8344.9,10028.8,10750.5,7136.3,8396.2,11149,9636.1,11627.4,9669.6,11350.3,10083.3,11476.4,13025.8,10639.9,9850.8,8372.1,16847.6
U58766_at,TSTA3,406,333.5,316.2,446.8,284.5,268.5,168,299.6,308.3,483.4,425,301.6,445.3,266.7,300.3,305.7,299.1,231.6,250,391.1
U58837_s_at,CNGB1,11.5,10.1,11.1,45.7,13.3,13.2,27.1,54.7,12.1,21.1,6.2,63.8,17.4,7.3,11.9,7.5,4.6,7.2,8.4,6.5
U58970_at,TOMM34,179.6,163.5,138.8,115.8,210.2,187.9,196,170.3,293.5,147.3,229.8,93.2,117,141.5,209.8,143.3,156.1,184.2,216.5,202.6
U59057_at,CRYBA4,16.3,14.9,40.5,44.4,13.5,7.2,12.9,28.4,33.6,11.3,8.7,60.3,13.2,9.2,42.1,16.2,17.3,26,24.9,6.1
U59058_s_at,CRYBA1,98.7,24.7,11.9,65.1,21.2,27.3,33.8,62.4,33.1,68.1,38.6,31,44.1,38.8,32.5,89.4,18.3,97.9,11.6,67.9
U59111_at,EPYC,34.2,3.8,14,6.4,11.6,4,10.3,2.3,15.9,8.4,6.1,4.3,27.8,2.6,9.2,9.9,17.2,31,0.9,15.4
U59228_at,EDA,48.4,73.9,23.6,94.4,83.9,79.7,66,39.7,34.3,79.7,53.6,113.5,76.8,71.3,70.2,68.9,60.8,131.3,37.5,33.5
U59286_at,CXCL11,7.4,15.4,7.2,50.5,10.9,4.1,22.4,31.4,8.1,21.8,7,30.3,52.1,5,36.8,8.5,84.5,68.8,18.4,10.5
U59289_at,CDH13,21.7,4,37.6,44.2,13.4,22.3,25.6,20.2,8.6,9.7,27.2,22.3,21.6,2.9,26.6,13.1,30.4,18.1,19.1,3.7
U59302_at,NCOA1,1317.7,632.5,846.8,579.3,1011.5,704.4,639.4,768.1,890.1,689.2,1204.4,903.3,665,887.8,558.5,592.1,139,154.3,678.7,157.2
U59309_at,FH,319.5,263.1,186.3,177.5,256,273.9,217,279.8,318.4,269.1,460.2,219.6,244.1,280.4,315.7,164.6,192.6,195.9,216.3,200.6
U59321_at,DDX17,65.1,19.1,53.7,120.9,55.9,52.5,23.4,102.4,46.4,57.9,64.5,19.9,16.6,76.8,103.1,54,27.6,43.2,110.2,18.2
U59325_at,CDH18,3.7,14.7,8.1,24.3,2.9,6.4,2.4,2.2,3.1,10.2,1.5,16.5,6.4,10.7,2.3,2.9,10.1,8.5,2.3,11.1
U59423_at,SMAD1,61.5,78,17.6,123.2,63.6,68.9,77.7,108,37.3,71.4,148,37.8,71.5,101.9,68.1,65.7,114,87.1,89.6,53.9
U59632_s_at,SEPT5-GP1BB,1215,709.4,1749.2,2300.3,1590.9,2783.9,3983.8,3683.9,934,4437.5,5509.1,1422.5,1171.3,2884.6,2063,755.4,2994.7,2945.7,1084,1813
U59736_at,NFATC1,118.8,82,95.1,102.9,67.9,92.6,63.1,91.2,67,105.5,179.8,86.5,87.4,110.1,132.5,81.2,137.2,91.4,67.6,85.5
U59748_at,DHH,16.7,14.4,20.2,18.8,26.1,44.6,26.5,32.9,34.5,20.8,48.7,59.3,73.9,13.2,48.7,26.4,68.9,55.5,22.3,31.6
U59752_at,CYTH2,332.3,284.4,290.4,303.7,253.7,275,277.1,264.9,284.8,276.4,502.1,243.1,210.2,497.4,198.2,197,288.6,311.8,166.4,405.7
U59831_rna1_s_at,FOXD1,18.6,60,39.3,39.8,49.4,30.3,31.4,51.8,99,66.7,22.8,90.2,121.3,68.6,9.3,6.4,26.5,106.2,33.5,12.1
U59863_at,TANK,381.2,286.3,733.1,190.6,282.4,291.6,295.3,238.6,295,188.4,265.3,195.9,167.4,252.8,244.5,142.9,97.4,103.1,329.1,97
U59877_s_at,RAB31,986.5,1158.4,266.6,1112.7,939.7,1590.2,2882.6,1284.6,365.2,1668.9,1534.9,541.5,553.1,1774.4,1045.7,785.6,1082.2,1039.8,798,1188.1
U59878_at,RAB32,659.1,494.7,435.1,375.8,467.8,490.2,769.4,659.2,366,505.8,1271.5,746.8,443.1,909.6,371.5,204.6,469.4,309.7,373.3,294.5
U59913_at,SMAD5,2.5,4.9,6.2,22.6,26.3,2.8,5.3,23.1,4.7,11.2,20,2.1,18.1,23.4,22.5,10.4,6.3,26.1,29.1,41.8
U59914_at,SMAD6,6.2,3.3,24.1,13.2,10.3,1.3,13.7,3.5,2.2,2.7,1.3,6.5,6.9,1.2,1.8,2.2,32.8,6.9,13.4,27.6
U59919_at,KIFAP3,94.3,125.4,94.2,119.6,172.2,146.6,160.6,202.3,172.4,74.6,179.4,91.8,61,99.9,91.4,78.8,101.5,108.5,180.6,109.9
U60060_at,FEZ1,55.2,11,49.9,25.9,129.1,29.1,67,15.6,81,27.7,94.7,11.8,21.2,76.2,61.6,66.1,18.6,97.3,131,35.2
U60061_at,FEZ2,329.6,198.8,230.8,201.5,198.4,274.2,221.2,403.9,256.4,197.4,404.7,245.6,149.6,327.9,156.6,192.8,167.7,115.1,325.9,109.2
U60062_at,FEZ1,18.4,60.4,144.2,40.5,91.3,22.6,103.5,63.3,95.1,30.5,38.3,52.6,59.3,60.6,30,50.5,8.5,18.7,35.1,17.5
U60115_at,FHL1,217,229.5,496.5,458.5,521,1326.2,1538.9,873.6,303.3,532,1448.4,166.3,230.9,610,470.3,192.9,340.8,509.7,450.5,214.2
U60116_at,FHL3,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U60205_at,MSMO1,56.3,23.5,30,23.8,21,20.3,16.9,56.8,63.5,4.6,46.5,60.2,28.4,6.6,47.1,33,19.1,32.7,60,57.2
U60206_s_at,STK3,6.2,7,33.6,4.6,6.4,16.7,3.5,6,6.6,3.2,19.8,7.1,16.9,21.9,2.2,7.6,2,6.3,3.3,4.8
U60269_cds1_at,U60269,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U60269_cds2_at,U60269,85.9,74.9,47.5,57.4,47.2,46.1,48.6,42.8,72,46.3,39.1,51.5,65.4,45,69.5,26.2,60.5,40.5,48.3,47.2
U60269_cds3_at,U60269,135.9,85.4,105.2,116.2,13.8,86.6,82.6,53.3,24.5,61.6,65.3,101.3,112.9,22.5,60.3,81.8,57.7,43.7,43.1,200.5
U60276_at,ASNA1,535.7,129.1,268,358.8,542.3,491.1,375.5,544.1,458,549.7,521.1,367.8,245.9,545.8,375.1,294.8,278.2,364.1,380.5,422.2
U60319_at,HFE,44.3,23.2,22.1,4,42.1,16.5,10.5,28.9,22.6,51.7,46,35.3,4.9,57,7.3,22.5,3.6,20.7,19.8,13.8
U60325_at,POLG,501.4,260.8,468.1,252.6,624.1,692.5,362.1,593.7,681.8,362.1,836.7,384.1,237.2,527.8,419.5,541.8,204.4,282.3,521,364.1
U60415_at,ARNTL,96.6,44.3,129.6,77.4,110.6,107,87.8,104.7,150.8,61.1,132.5,88.6,62.8,99.3,91.9,75.7,37.4,50.7,110.1,54.1
U60519_at,CASP10,248.1,110,115.2,90.9,122.4,185.6,172.5,183.5,188.8,53.3,192.1,223.9,165.2,78.1,116.5,141.7,143.4,157,185,143.3
U60521_at,CASP9,314.1,210.6,246.5,184.1,276,257.1,284.2,258.4,260.8,291.5,339.8,246.3,177.1,232.5,223.3,168.5,186.1,184.8,242.4,221.9
U60644_at,PLD3,634.6,493.4,633,1094,545.3,584.4,1343.8,691.5,775.9,1286.2,1208.7,689.6,485.8,1127.8,802.4,813.5,1139.1,852.6,778.5,787.2
U60665_at,C6orf10,2.5,4.9,9.8,3.3,2.6,3.2,3.3,2.3,5,1.9,4.1,8,7.8,2.7,3.9,4.5,4,4.4,4.3,2.2
U60666_at,LRRC6,187.5,117.2,138.4,106.1,121.1,98.7,152.9,116.7,160.2,63.6,74.6,155.7,131.7,84.8,109.9,134.7,75.3,107.2,100.9,98.3
U60800_at,SEMA4D,2648.4,1533.8,3092.3,2105.7,2342.3,2372.8,3228.8,2220.9,2618.8,2604.2,2676,2514.9,2101.8,2158.2,2376.2,2633.2,1786.3,1881.3,1755.2,2129.3
U60805_at,OSMR,6.5,8.9,3.5,8,4.3,5.4,2.1,1.1,2.9,2.1,4.2,7.3,1.8,0.9,5.5,1.9,4.1,3.7,1.7,25.3
U60808_s_at,CDS1,3.9,3.8,2.7,4.6,3,3.1,3.1,1.1,3.3,4.5,1.7,4,5.6,5.5,2.6,2.3,40.7,16.6,2.3,2.8
U60873_at,MIR612,8.5,7.7,7.3,6.4,37.9,11.2,11.9,5.7,10,236.6,50.9,13.4,12.3,194,10.1,22.1,10.9,21,12.8,59.8
U60975_at,SORL1,9115.3,2624,4011.5,2791.7,3062.2,3406.8,7173.8,2481,5503.7,4011.4,3109.7,4448.9,4317.8,4815.1,4169.5,3225,374.5,402.6,2996.1,1272.7
U61145_at,EZH2,70,81.6,89.3,59,70.2,58.2,38.5,62.1,122.3,61.8,131.1,59.1,53,66.3,69.6,14.6,38.1,52.7,68.1,58.3
U61166_at,ITSN1,73.9,22.2,22,20.5,9.9,53.4,9.6,49.1,12.6,68.5,11.5,169.5,18.8,51.6,15.6,40.5,98,13.3,11.4,11
U61167_at,ITSN2,94.9,89.4,130.1,80.7,98.8,66.8,67.1,120.5,140.2,96.5,92.6,95.8,147.9,84.7,89.9,87.9,12.3,51.7,104.9,37.5
U61232_at,TBCE,153.2,48.8,40.3,61.9,122.9,112.5,68.2,77.6,125.3,92.9,122.5,147.5,77.8,135,77.1,107.2,18.6,84.1,71.9,64.9
U61234_at,TBCC,160.3,136.1,198.5,211.2,307.2,259.7,171.8,266.5,176.1,298.8,475.1,153.6,210.8,317.1,175.3,183.7,102.8,128,264.4,143.1
U61262_at,NEO1,21.2,52.8,26.1,63.1,94,77,52.2,15.3,25.8,34.7,76.1,106.2,79.7,20.5,73.1,67.6,81.7,53.7,110.3,68
U61263_at,ILVBL,153.4,186,138.7,146.9,162.1,163.8,162,188.3,147.1,221.3,302.9,203.8,190.5,258.4,219,173,230.9,163.8,190.6,126.1
U61276_s_at,JAG1,21.8,31.3,43.1,26,34,26.6,28,36.6,26.3,42.4,11.4,70,61.2,8.6,27.3,38.4,5.7,45,20.1,46.5
U61374_at,SRPX,12,52.5,10,3.8,5.1,15.9,5.3,6.2,14.4,4.3,9,6.5,33.9,15.7,6.9,7.7,15.7,18,6,13
U61397_s_at,SUMO1,637.9,334,589.8,583.9,829.3,773.2,609.1,844.5,528.7,621.4,646.7,167.9,432.6,672.1,580.9,510.8,199.7,243.6,735.6,360.9
U61500_at,TRAPPC10,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U61538_at,CHP1,64.9,147.9,45.3,65.2,36.9,31.9,18.4,23.4,30.5,236.6,69.4,34.5,14.7,247.5,63.3,49.1,111.1,79.8,56.2,101.1
U61734_s_at,TMED10,376.2,311.5,617.3,797.8,826.4,621.3,790.6,861.6,364,791.9,692,236.3,349.3,828.7,673.2,806,322.5,498.7,857.9,772.2
U61741_at,DNAH14,43.8,23.4,31,17.5,3.4,9.5,6.5,6.3,4.4,23.4,1.6,62.3,11.2,26.5,16.2,18,41.6,13.6,29.9,9.6
U61836_at,SMOX,280.5,192.7,288.5,358.9,298,595.5,520.8,483.9,189,821.9,423.5,311.4,216.4,328.4,422.5,166,365,309.6,300,497.3
U61849_at,NPTX1,14.2,26.4,4.5,34.4,3.8,6.5,6.7,31.7,15.7,4.3,18.7,31.9,20.2,6.8,25.1,6.6,37.4,17.5,3.8,6.8
U61981_at,MSH3,72,59.3,52.4,49.6,63.7,95.9,76.4,87.7,75.6,56.8,67.1,22.4,38.6,54.4,68.4,56,52.6,50.8,62.7,40.6
U62015_at,CYR61,1.9,2.6,13.5,18.2,2.5,1.7,1.6,7.3,8.3,2.2,2.4,5.3,14.2,3.8,10.1,3.2,10.4,4.1,1.3,2.1
U62136_at,UBE2V2,159.7,164.2,140.2,158.8,208.7,186.7,142.6,183.5,157.1,120.1,181.6,81.6,121.8,130.4,168.3,167.1,103.3,92.3,156.8,110.5
U62293_rna1_s_at,LIMK1,374.7,147.7,256.7,219.6,256.3,273.2,239.6,327.6,409.5,220.7,316.6,267.4,227.6,218,161.8,185.5,166.6,226.6,218.3,202.8
U62317_rna3_at,CHKB,1678,653.1,973.7,884.9,966.9,939.1,615.4,1014.3,1603.4,1043.2,1676.4,1522.7,1517.3,1281.1,600.6,839.5,649.9,940.2,840.8,724.6
U62317_rna6_at,NCAPH2,139.9,163.5,42.6,147.5,91.7,90.9,27.8,30.3,44.1,82.3,109.8,44.9,56.5,77.1,68.4,74.4,45.8,74.4,61.6,41
U62317_rna7_at,LMF2,692.4,196,506.5,465.2,600.4,513.7,357.3,519.8,924.4,733.6,741.8,628.4,606.5,664.6,462.4,480.4,289.1,307.7,420.1,380.7
U62325_at,APBB2,14.9,4.3,16.2,17.8,11.9,2.9,9.8,15.8,2.7,18.1,23.6,10,17.2,11.5,4.2,6.3,30.2,6.6,7,29.2
U62389_at,IDH1,370.2,131.3,93,314.2,194.8,137.8,382.7,547.8,153.2,64.3,267.5,238.2,126.3,159.8,158.7,107,147.6,137.3,204.3,167.5
U62431_at,CHRNA2,68,66.3,96.5,62.9,50.5,22.7,110.7,47.4,51.3,121.2,94.1,141.4,45,89.1,25.3,15.7,95,86.5,41.7,91.2
U62432_at,CHRNA3,20.1,2.8,2.6,0.8,1.2,13.6,1.2,0.9,3.3,0.8,4.4,4.2,12.5,0.9,1.3,1.1,11.4,18.7,3.1,10.7
U62433_at,CHRNA4,130,87.5,105.3,61.7,79.7,64.8,32.9,109.3,88.2,55.3,20.6,80.6,132.7,51,38.9,93.9,30.8,31.4,27.2,31.7
U62434_at,CHRNA5,2.7,2.1,1.3,2.2,0.8,0.9,1.1,0.9,1.3,1.2,3.2,21.3,2.7,7.8,1.3,0.7,17.8,2.9,1.8,2.2
U62437_at,CHRNB2,70.8,160.9,110.6,65.6,46.6,65.5,78.2,94.5,95,119.1,85.1,172.6,112.9,93.6,75.2,103.7,68.8,126.1,37.6,78.8
U62438_at,CHRNB3,12.8,27.9,5.4,3.9,5.3,17.7,6.7,4.7,10.7,6,3.1,8.9,9.5,5.2,5.3,6.2,3.9,4.8,7.2,4.8
U62531_at,SLC4A2,477.3,118.1,344.6,104.3,393.2,257.4,275.2,443.8,671.8,395.8,630.3,589.8,306.9,527,145.3,318.4,58.9,70,414.4,79.5
U62739_at,BCAT2,626,435.6,482.5,372.8,427.3,286.5,516.4,349.9,639.6,526.9,475.2,598.1,460.6,464.6,435.1,377.4,300.5,310.8,417.5,268.9
U62800_at,CST6,19.2,15.7,85.6,62.8,7.7,8.6,18.9,29.7,31.3,17.7,46,52.6,37.4,17.8,40.3,60.9,17,19.2,39.9,22.9
U62801_at,KLK6,62.3,180.1,179.5,99.6,142,79.4,116.2,96.8,159.2,117.3,94.3,60.3,158,106.9,132.3,148.7,34.9,141.8,121.9,94.2
U62961_at,OXCT1,62.2,77.7,130.6,92.2,100.9,86.3,59.8,85.3,126.5,67.9,98.5,99.9,75.4,69.5,115.7,82.9,114,84.7,78.2,34.9
U62962_at,EIF3E,3358,3843.3,4236.9,3851.9,4317.5,4473.1,4075.4,3464.9,3403.1,3072.8,6412.5,1796.2,3373.4,3412,4357.4,4037.3,3125.7,3381.2,3457,3426.7
U62966_at,SLC28A1,87.3,33.5,78.8,31.3,91.2,27.1,36,115.3,26.5,63.5,82,67.6,53.1,54,34.4,77.6,27.9,123.2,33.1,17.1
U63090_at,ST3GAL2,144.2,275.9,141.9,33.3,125.6,61.8,158.2,100.3,98.5,183.7,348.6,136.2,45.5,335.1,117.9,130.8,74.3,131.2,90.8,118.1
U63139_at,RAD50,20.2,11.3,29.1,40.2,84.5,20.4,53.5,45.3,53.7,47.7,50.5,13.6,10,25.5,69.8,41.6,6,78.6,83.8,47.9
U63289_at,CELF1,16.5,96.7,39.2,52.2,42.1,122.1,100.7,45.6,18.7,78.4,65.9,17.8,11.6,93.2,98.6,139,70.3,36.4,89.5,108
U63295_at,SIAH1,51.4,25.9,38.5,35.8,10.3,5.7,38.4,39.4,53.7,27.7,27.1,73.4,45.7,34.5,32.3,42.3,6.9,7.2,39.6,6.4
U63312_at,ETV6,3.9,4,4.4,4,3.6,3.6,3.7,4.1,4.2,4.2,2.4,6.4,11.3,3.2,2.3,3.1,8.4,8.1,3.3,3.6
U63329_at,MUTYH,39.9,32.2,83.4,58,59.4,133.5,52.1,97,170.5,118.1,225.4,33.4,24.7,209.7,141.6,118.1,52.8,64.2,125.3,160.4
U63332_at,ATXN3,1,3.9,10.3,1.5,1,3.6,8.4,1.1,1.3,2.1,2.4,12.1,2.5,16.3,2.1,10.5,8.8,2,4.6,2.4
U63336_at,PRR3,98,98.9,122.1,134.5,133.8,139.8,110.7,75.3,137.2,33.5,89.3,89.9,73.1,110.1,111.5,118.3,92.1,116.2,152.7,73.7
U63455_at,ABCC8,15.3,18.9,93.8,44.4,78,86.2,83.9,82.5,105.8,80.2,42.2,99.5,77.6,34.1,65.8,106.5,40.4,19.5,74.6,53.6
U63541_at,SRRD,73,90.4,98.7,142,57.3,110.2,66.1,67.8,114.6,199.4,124.1,16.7,107.6,58.7,88,134.5,112.9,70.2,95.1,63.7
U63542_at,U63542,16,60.4,25.1,7.4,5.3,23.5,7,54.7,24.6,26.5,46.9,20.8,8.7,21.9,9.3,17.7,7,13.7,44.4,17.3
U63717_at,OSTF1,362.1,470,136.5,298.2,398.8,267.8,489.9,362.7,313.7,588,328.5,468.2,219.3,559,250.8,238.1,137.6,154.5,241,200.5
U63743_at,KIF2C,11.8,19.5,51.5,33.9,59.5,19.6,42.9,62.5,16.2,24.6,41.7,92.3,76.1,79.9,46.4,20.7,65.8,84.7,26.7,53.6
U63824_at,TEAD4,24.3,22.1,20.3,36.6,27.4,14.6,11.8,2.4,7.6,7.9,25.8,17.1,11.4,22.3,46.4,16.8,8,6.9,27.2,13.9
U63825_at,CCDC85B,625.7,458.6,549.4,995.1,642.4,768,727.9,799.5,738.7,1168.2,1349.8,927.4,543.8,790.6,642.9,612.8,700.7,821.7,582.8,818.1
U63842_at,NEUROG1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U64105_at,LOC100505585,1583,743.3,1460.2,1298.5,1294.7,1292,991,1565.3,2194,1351,2133.2,1526.9,1417.9,1703.3,1500.8,1696.9,913.5,1092.5,1486.2,1149.8
U64197_at,CCL20,24,38.8,1103.1,86.8,36.9,35,43.1,26,14.4,27.4,27.1,67.8,59.8,80.7,14.4,55.8,42.5,74.4,43.3,6.7
U64198_at,IL12RB2,49.4,29.7,48,18.5,42.3,44.5,33.8,36.8,34.7,27.7,45.2,42.1,56.9,21.3,36.6,52.3,60.7,44,63.2,28.8
U64315_s_at,ERCC4,33.9,77.8,12.6,13.4,30.1,38,8.1,17,52.7,25.7,13.3,74.6,59.6,33.6,11.5,16,86.1,48.5,37.8,58.8
U64444_at,UFD1L,765.9,561.8,851.3,986.6,837.2,771.5,769.9,783.5,826.1,529.6,851,900.1,596,575.2,524.4,515.2,440.2,401.1,622.3,659
U64520_at,VAMP3,213.5,120,148,178.7,181.2,164.9,273.3,256.3,101.1,102.4,200.1,117,121.7,183.2,159.3,114.1,152.7,135.5,179.5,158.5
U64573_s_at,GJA1,21,28,18.8,55.1,11.8,23.5,2.9,6.3,28.6,8.9,24.1,43,12.8,6.4,20.5,32,2.4,33,38.6,27.5
U64675_at,RGPD6,80.9,117.1,201.1,119.4,156.1,208.6,108.7,167.1,81.5,59.9,193.8,17.6,85.4,75.6,165.1,187.2,120.2,138.5,180.3,145.8
U64805_s_at,BRCA1,13.1,13.7,13.5,5.4,9.4,7.3,12.5,6.7,7.5,8,3.9,7,24.2,11.5,11,8.8,13.8,7.8,9.7,10.5
U64863_at,PDCD1,178.7,141.4,108.3,103.2,144.1,133.1,160.4,135.3,182.8,124.6,102.9,56.1,173.2,152.9,137,74.2,112,54.4,161,117.3
U64871_at,GPR19,6.3,19.9,52.7,6.9,24.7,37.6,15.6,27.6,4.5,22,13.1,57.5,5.5,23.6,11.8,13,34.1,13.9,19.7,2
U64998_at,RNASE6,1526.4,827.8,814.7,1213.9,1034.9,1065.9,2777.5,1499.1,753.6,503.6,1481.9,1448.2,881.5,946.1,1145.2,595,884.5,693.7,1146.1,1164.8
U65002_at,PLAG1,1,1.7,5,2.4,4.2,2.7,2.2,0.9,5.9,1.2,8.7,19.5,5.7,3.1,1.2,9,9.9,1,14.7,13.1
U65011_at,PRAME,41,12.1,8.7,11.1,6.5,23.5,10.1,19.5,49.9,19.5,3.6,76,45.8,22.2,12.9,24.5,44.8,60.8,19.9,8.6
U65092_at,CITED1,64,93,111.8,76.9,88.8,66,60.3,42.1,107.7,68.9,56.2,67.8,66.8,89.9,76.1,77.8,26.1,31.8,66.4,53.5
U65093_at,CITED2,326.4,363.4,375.7,525,476.5,509,433.4,581.8,471.5,594.2,1047,540.7,308.2,752.6,482.9,427.5,408.9,358.4,429,458.1
U65402_at,GPR31,211.9,295.6,243.5,321.8,271.6,242.6,275.6,210.5,284.2,290.7,305,370.7,307.1,270.4,250.7,268.8,475.2,545.2,226.7,333.1
U65404_at,KLF1,24.8,36.3,116.1,237.3,17.6,10.4,18.1,108.8,22.8,394.3,20.2,249,72.7,22.1,21.4,16.8,147,23.6,11.2,25.1
U65406_rna4_at,KCNJ1,27.5,4.8,19.5,5.3,8.8,17,2.2,2.9,2.4,24.5,16.4,24.8,10.8,16.2,14.7,22.8,55.4,47.2,5.2,25
U65410_at,MAD2L1,6.2,4.4,32.3,39.5,38.2,22.1,42.7,42.5,28.2,51.6,32.6,44.3,31.7,24.6,38,49.3,15.1,23.8,19,34.9
U65416_rna1_s_at,MICB,739.3,578.3,616.6,783.2,734.6,562.5,716.1,778.5,578,473,507.2,681.7,512.1,559.3,427.3,510.6,509.7,444.6,604.4,549.9
U65437_rna1_at,HESX1,3,1.1,11.9,1.3,1.6,0.9,1,2.9,1.6,1.3,7,11.8,16.3,1.8,6.4,4.9,6.9,18.1,0.9,7.3
U65533_s_at,UPF1,23.9,40.2,15.2,33.6,32.2,43.5,28,89.5,10.4,175.2,294,12.4,28.9,258.8,100.7,71.8,92.4,97.2,95,164.4
U65579_at,MIR7113,459.2,251.8,463.6,396,325.6,321.1,311.6,341.9,442.5,600.4,564,356.3,322.2,396.8,409.1,309.7,500.5,335.4,359.2,408.9
U65581_at,RPL3L,127.6,107.4,63.3,113.3,22.4,16.6,26.5,48.8,4.5,76,71.8,78.6,78.4,53.7,24.1,70.9,175.5,208.1,17.7,39.5
U65676_at,HPS1,205.3,81.9,137.8,143.6,113.3,90.6,86.2,136.5,120.3,196.6,171.3,215.4,90,163.2,160.3,153.3,169.8,79.5,127,24
U65785_at,HYOU1,820.2,351.5,753.8,811.9,727.3,754.3,605,815.5,1075.2,568.7,801.5,704.4,588.5,487.7,708.3,718.5,542.9,505,1140.8,693.1
U65918_f_at,DAZL,10.1,20.3,4.2,3.3,12.4,18.2,8.8,2.1,4.4,3.4,1.1,13.2,14.9,2.5,42.9,11.9,5.5,1.7,0.7,11.4
U65928_at,COPS5,321.4,230.2,173.2,266.7,485.3,459.1,382.6,470.3,356.5,291.3,495.7,239.8,231.1,251.1,377.1,318.8,196.4,230.4,379.2,245
U65932_at,ECM1,8.5,36.9,39.3,13.7,38.2,50.7,95.6,56.9,48.8,65.7,37.5,72,39.1,44.6,9.1,8.1,42.8,28.5,22.6,3.8
U66033_at,GPC5,15.9,9.4,15.3,2.8,25,22.7,6.8,22,24.9,10.9,6.5,26.1,2.8,15.6,2.3,12,10.2,36,13.7,17.9
U66036_at,SULT1C2,6.3,16,2.2,23.3,3.8,1.6,9,3.4,10.8,15.6,21.4,11.2,4.8,11.3,2,5,10.8,4.8,2.6,9.4
U66048_at,LINC00894,81.2,80.8,72.9,26.2,66.4,40,63.7,63.6,91.1,37.5,43.8,75.1,41.9,35.1,57.7,45,70.4,96.9,40.1,68.4
